# Annotated with Bakta
# Software: v1.10.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	483402	485081	+	DBOGNM_01289	ycjM	glucosylglycerate phosphorylase	BlastRules:WP_000810499, COG:COG0366, COG:G, EC:2.4.1.352, GO:0005975, GO:0110068, RefSeq:WP_000810467.1, SO:0001217, UniParc:UPI0001FB6E61, UniRef:UniRef100_A0A0C2EQT0, UniRef:UniRef50_P76041, UniRef:UniRef90_P76041
contig_2	cds	485095	486387	+	DBOGNM_01290	ugpB	ABC-type glycerol-3-phosphate transport system, periplasmic component	COG:COG1653, COG:G, RefSeq:WP_000597459.1, SO:0001217, UniParc:UPI0001DC4E6E, UniRef:UniRef100_J7R3Z1, UniRef:UniRef50_P76042, UniRef:UniRef90_A0A066PWR3
contig_2	cds	486408	487289	+	DBOGNM_01291	ycjO	Inner membrane ABC transporter permease protein YcjO	COG:COG1175, COG:G, GO:0005886, GO:0055085, RefSeq:WP_001080790.1, SO:0001217, UniParc:UPI000013A6DF, UniRef:UniRef100_P0AFR7, UniRef:UniRef50_P0AFR7, UniRef:UniRef90_P0AFR7
contig_2	cds	487276	488118	+	DBOGNM_01292	ycjP	Inner membrane ABC transporter permease protein YcjP	COG:COG0395, COG:G, GO:0005886, GO:0016020, GO:0055052, GO:0055085, RefSeq:WP_000224659.1, SO:0001217, UniParc:UPI000013A6E0, UniRef:UniRef100_P77716, UniRef:UniRef50_P77716, UniRef:UniRef90_P77716
contig_2	cds	488149	489201	+	DBOGNM_01293	ycjQ	D-guloside 3-dehydrogenase	COG:COG1063, COG:ER, EC:1.1.1.-, GO:0005975, GO:0016491, GO:0046872, RefSeq:WP_000737352.1, SO:0001217, UniParc:UPI00005EE99C, UniRef:UniRef100_J7R0H5, UniRef:UniRef50_P76043, UniRef:UniRef90_P76043
contig_2	cds	489219	490007	+	DBOGNM_01294	ycjR	3-dehydro-D-guloside 4-epimerase	COG:COG1082, COG:G, EC:5.1.3.-, GO:0005829, GO:0005975, GO:0016857, GO:0030145, GO:0042802, RefSeq:WP_000690238.1, SO:0001217, UniParc:UPI00005EFF1E, UniRef:UniRef100_A0A066RCS9, UniRef:UniRef50_P76044, UniRef:UniRef90_P76044
contig_2	cds	490017	491072	+	DBOGNM_01295	ycjS	D-glucoside 3-dehydrogenase	COG:COG0673, COG:R, EC:1.1.1.-, GO:0000166, GO:0005975, GO:0016616, RefSeq:WP_097757836.1, SO:0001217, UniParc:UPI000BEA9337, UniRef:UniRef100_UPI000BEA9337, UniRef:UniRef50_P77503, UniRef:UniRef90_P77503
contig_2	cds	491069	493336	+	DBOGNM_01296	ycjT	kojibiose phosphorylase	BlastRules:WP_000198036, COG:COG1554, COG:G, EC:2.4.1.230, GO:0004553, GO:0005975, GO:0030246, GO:0033831, RefSeq:WP_000198012.1, SO:0001217, UniParc:UPI00005EFF20, UniRef:UniRef100_J7QQI3, UniRef:UniRef50_P77154, UniRef:UniRef90_P77154
contig_2	cds	493333	493992	+	DBOGNM_01297	pgmB	beta-phosphoglucomutase	COG:COG0637, COG:G, EC:5.4.2.6, GO:0008801, GO:0046352, RefSeq:WP_000775799.1, SO:0001217, UniParc:UPI00005EFF21, UniRef:UniRef100_A0A066R5B8, UniRef:UniRef50_P77366, UniRef:UniRef90_A0A066R5B8
contig_2	cds	494006	495088	+	DBOGNM_01298	ycjV	Uncharacterized ABC transporter ATP-binding protein YcjV	COG:COG3839, COG:G, GO:0005524, GO:0008643, GO:0016887, GO:0043190, GO:0140359, RefSeq:WP_000057978.1, SO:0001217, UniParc:UPI00005EE997, UniRef:UniRef100_A0A061L208, UniRef:UniRef50_P77481, UniRef:UniRef90_P77481
contig_2	cds	495133	496038	+	DBOGNM_01299	ompG	monomeric porin OmpG	BlastRules:WP_000735257, GO:0006811, GO:0009279, GO:0015288, GO:0015478, GO:0015481, GO:0034219, GO:0046930, RefSeq:WP_000735236.1, SO:0001217, UniParc:UPI00005EE996, UniRef:UniRef100_J7Q797, UniRef:UniRef50_P76045, UniRef:UniRef90_P76045
contig_2	cds	496149	497147	-	DBOGNM_01300	ycjW	Uncharacterized HTH-type transcriptional regulator YcjW	COG:COG1609, COG:K, GO:0000976, GO:0003700, GO:0006351, GO:0006355, GO:0006974, GO:0045892, RefSeq:WP_000075377.1, SO:0001217, UniParc:UPI00005EE995, UniRef:UniRef100_J7R401, UniRef:UniRef50_P77615, UniRef:UniRef90_P77615
contig_2	cds	497302	498699	+	DBOGNM_01301	ycjX	Uncharacterized protein YcjX	COG:COG3106, COG:T, GO:0005524, SO:0001217, UniRef:UniRef50_P76046, UniRef:UniRef90_P76046
contig_2	cds	498696	499757	+	DBOGNM_01302	ycjF	UPF0283 membrane protein YcjF	COG:COG3768, COG:S, GO:0005886, RefSeq:WP_000138717.1, SO:0001217, UniParc:UPI00005EE993, UniRef:UniRef100_A7ZLF1, UniRef:UniRef50_Q8ZP64, UniRef:UniRef90_Q8X8K9
contig_2	cds	499905	501446	+	DBOGNM_01303	tyrR	transcriptional regulator TyrR	COG:COG3283, COG:KE, GO:0003677, GO:0005524, GO:0005737, GO:0006355, GO:0008134, GO:0016887, GO:0019439, RefSeq:WP_001296763.1, SO:0001217, UniParc:UPI00005EE992, UniRef:UniRef100_A0A066Q4D3, UniRef:UniRef50_P07604, UniRef:UniRef90_P07604
contig_2	cds	501490	501996	-	DBOGNM_01304	tpx	thiol peroxidase	COG:COG2077, COG:O, EC:1.11.1.-, EC:1.11.1.24, GO:0008379, GO:0016684, KEGG:K11065, RefSeq:WP_000084384.1, SO:0001217, UniParc:UPI00005E3E0B, UniRef:UniRef100_A0A0D7FVM8, UniRef:UniRef50_Q8ZE42, UniRef:UniRef90_P0A864
contig_2	cds	502115	503080	+	DBOGNM_01305	ycjG	L-Ala-D/L-Glu epimerase	EC:5.1.1.20, GO:0009063, GO:0016855, RefSeq:WP_001295588.1, SO:0001217, UniParc:UPI00005EFF24, UniRef:UniRef100_A0A0E1IJE5, UniRef:UniRef50_P51981, UniRef:UniRef90_Q32GK8
contig_2	cds	503055	503783	-	DBOGNM_01306	mpaA	murein tripeptide amidase MpaA	COG:COG2866, COG:M, EC:3.4.17.-, GO:0004040, GO:0004181, GO:0005737, GO:0006508, GO:0008270, GO:0009050, GO:0009253, GO:0016998, GO:0042803, GO:0061473, GO:0071555, RefSeq:WP_000219122.1, SO:0001217, UniParc:UPI00005AA767, UniRef:UniRef100_P0ACV7, UniRef:UniRef50_P0ACV7, UniRef:UniRef90_P0ACV7
contig_2	cds	504093	504743	-	DBOGNM_01307	wcaG	Nucleoside-diphosphate-sugar epimerase	COG:COG0451, COG:M, SO:0001217, UniParc:UPI0001FB4407, UniRef:UniRef100_A0A0K4ALE3, UniRef:UniRef50_A0A446CXD5, UniRef:UniRef90_A0A5Q5A5H6
contig_2	cds	504749	505681	-	DBOGNM_01308		Alpha/beta hydrolase	RefSeq:WP_000680602.1, SO:0001217, UniParc:UPI00005F1DBC, UniRef:UniRef100_A0A0E1IM73, UniRef:UniRef50_A0A1N7MXT3, UniRef:UniRef90_Q83LA8
contig_2	cds	505681	506601	-	DBOGNM_01309	ycjY	Uncharacterized protein YcjY	COG:COG1073, COG:T, GO:0016787, GO:0051301, RefSeq:WP_001296755.1, SO:0001217, UniParc:UPI00005EE98F, UniRef:UniRef100_A0A2A2CH04, UniRef:UniRef50_P76049, UniRef:UniRef90_P76049
contig_2	cds	506739	507638	+	DBOGNM_01310	pgrR	DNA-binding transcriptional regulator PgrR	BlastRules:WP_000817708, COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0006351, GO:0043565, GO:0045892, GO:0071978, RefSeq:WP_000817693.1, SO:0001217, UniParc:UPI00005AA762, UniRef:UniRef100_A0A061L1Z9, UniRef:UniRef50_P77333, UniRef:UniRef90_P77333
contig_2	cds	507975	509588	+	DBOGNM_01311	mppA	murein tripeptide ABC transporter substrate-binding protein MppA	BlastRules:WP_000683020, COG:COG4166, COG:E, GO:0015031, GO:0015833, GO:0016020, GO:0030288, GO:0035351, GO:0042597, GO:0042938, GO:0042939, GO:0055052, GO:0140207, GO:1900750, GO:1904680, RefSeq:WP_000683008.1, SO:0001217, UniParc:UPI0001887C34, UniRef:UniRef100_W8T1Y4, UniRef:UniRef50_P77348, UniRef:UniRef90_P77348
contig_2	cds	509639	510670	-	DBOGNM_01312	ynaI	low conductance mechanosensitive channel YnaI	BlastRules:WP_000559900, COG:COG0668, COG:M, GO:0005886, GO:0008381, GO:0042802, GO:0071470, RefSeq:WP_000559900.1, SO:0001217, UniParc:UPI000013BADB, UniRef:UniRef100_P0AEB6, UniRef:UniRef50_P0AEB6, UniRef:UniRef90_P0AEB6
contig_2	cds	510914	511171	+	DBOGNM_01313	ynaJ	Uncharacterized protein YnaJ	GO:0005886, RefSeq:WP_000605090.1, SO:0001217, UniParc:UPI000013BADC, UniRef:UniRef100_P64447, UniRef:UniRef50_P64447, UniRef:UniRef90_P64447
contig_2	cds	511221	512171	-	DBOGNM_01314	uspE	universal stress protein UspE	COG:COG0589, COG:T, GO:0005737, RefSeq:WP_001262123.1, SO:0001217, UniParc:UPI0000165443, UniRef:UniRef100_P0AAC2, UniRef:UniRef50_Q8ZP84, UniRef:UniRef90_Q8ZP84
contig_2	cds	512323	513075	-	DBOGNM_01315	fnr	fumarate/nitrate reduction transcriptional regulator Fnr	BlastRules:WP_000611911, BlastRules:WP_003243241, BlastRules:WP_005662331, COG:COG0664, COG:T, GO:0003677, GO:0003700, GO:0005737, GO:0006351, GO:0046872, GO:0051539, RefSeq:WP_000611911.1, SO:0001217, UniParc:UPI000012AB27, UniRef:UniRef100_P0A9E7, UniRef:UniRef50_P46148, UniRef:UniRef90_Q8Z787
contig_2	cds	513270	513785	-	DBOGNM_01316	ogt	methylated-DNA--[protein]-cysteine S-methyltransferase	COG:COG0350, COG:L, EC:2.1.1.63, GO:0003908, GO:0006281, RefSeq:WP_000945013.1, SO:0001217, UniParc:UPI00005E3DFF, UniRef:UniRef100_A0A093F699, UniRef:UniRef50_P0AFH0, UniRef:UniRef90_A0A093F699
contig_2	cds	513796	515322	-	DBOGNM_01317	abgT	p-aminobenzoyl-glutamate transporter	COG:COG2978, COG:H, GO:0005886, GO:0006865, GO:0015291, GO:0015293, GO:0015558, GO:0015814, GO:1902604, RefSeq:WP_000062967.1, SO:0001217, UniParc:UPI0000F0B82E, UniRef:UniRef100_A0A066Q5D3, UniRef:UniRef50_P46133, UniRef:UniRef90_P46133
contig_2	cds	515359	516804	-	DBOGNM_01318	abgB	p-aminobenzoyl-glutamate hydrolase subunit AbgB	BlastRules:WP_001156451, COG:COG1473, COG:R, EC:3.5.1.-, GO:0005737, GO:0016805, GO:0046657, GO:0046982, GO:0071713, RefSeq:WP_001156440.1, SO:0001217, UniParc:UPI00005F1DC1, UniRef:UniRef100_A0A0B1DMI5, UniRef:UniRef50_P76052, UniRef:UniRef90_P76052
contig_2	cds	516804	518114	-	DBOGNM_01319	abgA	p-aminobenzoyl-glutamate hydrolase subunit AbgA	BlastRules:WP_000444929, COG:COG1473, COG:R, EC:3.5.1.-, GO:0005737, GO:0016805, GO:0046657, GO:0046982, GO:0071713, RefSeq:WP_000444949.1, SO:0001217, UniParc:UPI00005EE98A, UniRef:UniRef100_A0A061KXD8, UniRef:UniRef50_P77357, UniRef:UniRef90_P77357
contig_2	cds	518290	519198	+	DBOGNM_01320	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_000885467.1, SO:0001217, UniParc:UPI00005EFF2E, UniRef:UniRef100_J7Q7A5, UniRef:UniRef50_P77744, UniRef:UniRef90_J7Q7A5
contig_2	ncRNA	519205	519300	-	DBOGNM_01321	mcaS	McaS/IsrA RNA	RFAM:RF00115, SO:0000655
contig_2	cds	519528	520091	+	DBOGNM_01322	smrA	DNA endonuclease SmrA	COG:COG2840, COG:L, EC:3.1.-.-, GO:0003677, GO:0004520, RefSeq:WP_001046821.1, SO:0001217, UniParc:UPI00000D08ED, UniRef:UniRef100_C3TBA7, UniRef:UniRef50_P76053, UniRef:UniRef90_P76053
contig_2	cds	520112	521344	-	DBOGNM_01323	dgcM	diguanylate cyclase DgcM	BlastRules:WP_000628058, COG:COG2202, COG:T, EC:2.7.7.65, GO:0005525, GO:0005886, GO:0042802, GO:0043709, GO:0046872, GO:0052621, GO:1900233, GO:1902201, RefSeq:WP_000628065.1, SO:0001217, UniParc:UPI00005EFF2F, UniRef:UniRef100_A0A066R590, UniRef:UniRef50_P77302, UniRef:UniRef90_P77302
contig_2	sorf	521538	521585	+	DBOGNM_01324	ynaN	Protein YnaN	RefSeq:WP_211180494.1, SO:0001217, UniParc:UPI00107E63D9, UniRef:UniRef100_P0DSF1, UniRef:UniRef50_P0DSF1, UniRef:UniRef90_P0DSF1
contig_2	cds	521599	522582	+	DBOGNM_01325	zntB	zinc transporter ZntB	COG:COG0598, COG:P, GO:0005385, GO:0005886, GO:0071577, RefSeq:WP_000387388.1, SO:0001217, UniParc:UPI000013A8F3, UniRef:UniRef100_A7ZLH2, UniRef:UniRef50_A1JNE0, UniRef:UniRef90_Q83KS5
contig_2	ncRNA	522678	522795	+	DBOGNM_01326	frnS	Fumarate/nitrate reductase regulator sRNA	RFAM:RF01796, SO:0000655
contig_2	cds	522857	523030	+	DBOGNM_01327	ynaL	Protein YnaL	RefSeq:WP_001296046.1, SO:0001217, UniParc:UPI0000DACE2C, UniRef:UniRef100_P0DPO3, UniRef:UniRef50_P0DPO3, UniRef:UniRef90_P0DPO3
contig_2	cds	523060	524433	+	DBOGNM_01328	dbpA	ATP-dependent RNA helicase DbpA	COG:COG0513, COG:L, EC:3.6.4.13, GO:0000027, GO:0003676, GO:0003724, GO:0005524, GO:0005829, GO:0016887, GO:0019843, GO:0033677, GO:0034458, GO:0043531, RefSeq:WP_000123738.1, SO:0001217, UniParc:UPI0001825E0F, UniRef:UniRef100_A0A093DIH3, UniRef:UniRef50_P21693, UniRef:UniRef90_P21693
contig_2	cds	524562	525497	-	DBOGNM_01329	ttcA	tRNA 2-thiocytidine(32) synthetase TtcA	COG:COG0037, COG:J, EC:2.8.1.-, GO:0000049, GO:0000287, GO:0005524, GO:0005737, GO:0008033, GO:0016783, GO:0034227, GO:0051539, KEGG:K14058, RefSeq:WP_000081418.1, SO:0001217, UniParc:UPI00005EE985, UniRef:UniRef100_A7ZLH4, UniRef:UniRef50_B2JIL8, UniRef:UniRef90_Q8X8Q5
contig_2	cds	525673	526107	-	DBOGNM_01330	uspF	universal stress protein UspF	COG:COG0589, COG:T, GO:0005524, GO:0007155, GO:1902021, RefSeq:WP_001082294.1, SO:0001217, UniParc:UPI00005EE984, UniRef:UniRef100_F4VDQ7, UniRef:UniRef50_P37903, UniRef:UniRef90_P37903
contig_2	cds	526248	527027	-	DBOGNM_01331	ompN	Outer membrane porin N	COG:COG3203, COG:M, GO:0009279, GO:0015288, GO:0016020, GO:0034219, GO:0034220, GO:0046930, SO:0001217, UniParc:UPI0002C8B1C7, UniRef:UniRef100_W8TAI0, UniRef:UniRef50_P06996, UniRef:UniRef90_P77747
contig_2	cds	527136	527381	-	DBOGNM_01332		Outer membrane porin protein C	SO:0001217, UniRef:UniRef50_A0A447UFK2
contig_2	ncRNA	527606	527726	+	DBOGNM_01333	micC	MicC RNA	RFAM:RF00121, SO:0000655
contig_2	cds	527748	531272	-	DBOGNM_01334	nifJ	pyruvate:ferredoxin (flavodoxin) oxidoreductase	COG:C, COG:COG1143, EC:1.2.7.-, GO:0005506, GO:0006979, GO:0016903, GO:0022900, GO:0030976, GO:0043873, GO:0051539, RefSeq:WP_097757891.1, SO:0001217, UniParc:UPI000BE9F190, UniRef:UniRef100_UPI000BE9F190, UniRef:UniRef50_P52647, UniRef:UniRef90_P52647
contig_2	cds	531546	531812	+	DBOGNM_01335	hlx	Putative hemolysin	COG:COG3042, COG:R, RefSeq:WP_097757890.1, SO:0001217, UniParc:UPI000BE8CC2C, UniRef:UniRef100_UPI000BE8CC2C, UniRef:UniRef50_P0ACW3, UniRef:UniRef90_UPI000BE8CC2C
contig_2	cds	531809	532231	-	DBOGNM_01336	hslJ	heat shock protein HslJ	COG:COG3187, COG:O, GO:0009408, RefSeq:WP_001298828.1, SO:0001217, UniParc:UPI000012CCF8, UniRef:UniRef100_P52644, UniRef:UniRef50_P52644, UniRef:UniRef90_P52644
contig_2	cds	532342	533331	-	DBOGNM_01337	ldhA	D-lactate dehydrogenase	BlastRules:WP_000762236, COG:CHR, COG:COG1052, EC:1.1.1.28, GO:0005829, GO:0008720, GO:0009408, GO:0019664, GO:0042802, GO:0051289, GO:0070404, RefSeq:WP_000762229.1, SO:0001217, UniParc:UPI00000D07C0, UniRef:UniRef100_C3TB72, UniRef:UniRef50_P52643, UniRef:UniRef90_P52643
contig_2	cds	533539	536178	+	DBOGNM_01338	ydbH	YdbH family protein	GO:0005886, RefSeq:WP_000900912.1, SO:0001217, UniParc:UPI0001887AB5, UniRef:UniRef100_A0A193MM38, UniRef:UniRef50_P52645, UniRef:UniRef90_P52645
contig_2	cds	536175	536360	+	DBOGNM_01339		Lipoprotein	RefSeq:WP_000698141.1, SO:0001217, UniParc:UPI00005EE97F, UniRef:UniRef100_J7Q7B1, UniRef:UniRef50_A0A084A6K0, UniRef:UniRef90_J7Q7B1
contig_2	cds	536368	536694	+	DBOGNM_01340	ydbL	Uncharacterized protein YdbL	COG:COG3784, COG:S, RefSeq:WP_001296730.1, SO:0001217, UniParc:UPI00015C4B64, UniRef:UniRef100_J7R432, UniRef:UniRef50_P76076, UniRef:UniRef90_P76076
contig_2	cds	536866	537771	-	DBOGNM_01341	feaR	transcriptional regulator FeaR	COG:COG2207, COG:K, GO:0000987, GO:0003700, GO:0006355, GO:0043565, GO:0045893, RefSeq:WP_001067519.1, SO:0001217, UniParc:UPI00005F1DC3, UniRef:UniRef100_W8T1W3, UniRef:UniRef50_Q47129, UniRef:UniRef90_Q47129
contig_2	cds	538007	539506	+	DBOGNM_01342	feaB	phenylacetaldehyde dehydrogenase	BlastRules:WP_000138615, COG:COG1012, COG:I, EC:1.2.1.39, GO:0006559, GO:0008957, GO:0009435, GO:0016491, GO:0019607, GO:0032991, GO:0046196, GO:0047106, RefSeq:WP_000138615.1, SO:0001217, UniParc:UPI000012A610, UniRef:UniRef100_P80668, UniRef:UniRef50_P80668, UniRef:UniRef90_P80668
contig_2	cds	539564	541837	-	DBOGNM_01343	tynA	primary-amine oxidase	COG:COG3733, COG:Q, EC:1.4.3.21, GO:0005507, GO:0005509, GO:0006559, GO:0008131, GO:0009308, GO:0019607, GO:0042597, GO:0048038, GO:0052593, GO:0052594, GO:0052596, RefSeq:WP_097757889.1, SO:0001217, UniParc:UPI000BE87E71, UniRef:UniRef100_UPI000BE87E71, UniRef:UniRef50_P46883, UniRef:UniRef90_P46883
contig_2	cds	542085	544130	-	DBOGNM_01344	paaZ	phenylacetic acid degradation bifunctional protein PaaZ	COG:COG2030, COG:I, GO:0004300, GO:0010124, GO:0016620, GO:0016726, GO:0016803, GO:0016823, GO:0042802, RefSeq:WP_001186481.1, SO:0001217, UniParc:UPI0001887AB8, UniRef:UniRef100_A0A066QC17, UniRef:UniRef50_P77455, UniRef:UniRef90_P77455
contig_2	cds	544415	545344	+	DBOGNM_01345	paaA	1,2-phenylacetyl-CoA epoxidase subunit PaaA	COG:COG3396, COG:Q, EC:1.14.13.149, GO:0005829, GO:0010124, GO:0062077, GO:0097266, RefSeq:WP_000191067.1, SO:0001217, UniParc:UPI00005EE97A, UniRef:UniRef100_A0A093F4U0, UniRef:UniRef50_P76077, UniRef:UniRef90_P76077
contig_2	cds	545356	545643	+	DBOGNM_01346	paaB	1,2-phenylacetyl-CoA epoxidase subunit PaaB	GO:0005829, GO:0010124, GO:0062077, RefSeq:WP_000073393.1, SO:0001217, UniParc:UPI0000131185, UniRef:UniRef100_P76078, UniRef:UniRef50_P76078, UniRef:UniRef90_P76078
contig_2	cds	545652	546398	+	DBOGNM_01347	paaC	1,2-phenylacetyl-CoA epoxidase subunit PaaC	COG:COG3396, COG:Q, EC:1.14.13.149, GO:0005829, GO:0010124, GO:0062077, RefSeq:WP_001072837.1, SO:0001217, UniParc:UPI0000131186, UniRef:UniRef100_P76079, UniRef:UniRef50_P76079, UniRef:UniRef90_P76079
contig_2	cds	546413	546910	+	DBOGNM_01348	paaD	phenylacetate degradation protein PaaD	BlastRules:WP_001189201, COG:COG2151, COG:O, GO:0010124, RefSeq:WP_001189197.1, SO:0001217, UniParc:UPI00015C4B65, UniRef:UniRef100_A0A066R5K8, UniRef:UniRef50_P76080, UniRef:UniRef90_P76080
contig_2	cds	546918	547988	+	DBOGNM_01349	paaE	1,2-phenylacetyl-CoA epoxidase, subunit E	COG:C, COG:COG1018, EC:1.-.-.-, GO:0005829, GO:0010124, GO:0016491, GO:0046872, GO:0050660, GO:0051537, GO:0062077, KEGG:K02613, RefSeq:WP_000206374.1, SO:0001217, UniParc:UPI00015C4B66, UniRef:UniRef100_A0A093DIF5, UniRef:UniRef50_P76081, UniRef:UniRef90_P76081
contig_2	cds	547985	548752	+	DBOGNM_01350	paaF	2,3-dehydroadipyl-CoA hydratase PaaF	COG:COG1024, COG:I, EC:4.2.1.17, GO:0004300, GO:0006635, GO:0010124, GO:0042802, GO:1902494, RefSeq:WP_001292341.1, SO:0001217, UniParc:UPI000016F384, UniRef:UniRef100_A0A066RCQ9, UniRef:UniRef50_P76082, UniRef:UniRef90_P76082
contig_2	cds	548752	549540	+	DBOGNM_01351	paaG	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase PaaG	COG:COG1024, COG:I, EC:5.3.3.18, GO:0004300, GO:0006635, GO:0010124, GO:0016829, GO:0016853, GO:0042802, GO:1902494, RefSeq:WP_000969777.1, SO:0001217, UniParc:UPI000016F385, UniRef:UniRef100_J7QQP0, UniRef:UniRef50_P77467, UniRef:UniRef90_P77467
contig_2	cds	549587	550969	+	DBOGNM_01352	paaH	3-hydroxyacyl-CoA dehydrogenase PaaH	COG:COG1250, COG:I, GO:0006631, GO:0008691, GO:0010124, GO:0070403, SO:0001217, UniRef:UniRef50_P76083, UniRef:UniRef90_A0A377E4D2
contig_2	cds	550959	551381	+	DBOGNM_01353	paaI	hydroxyphenylacetyl-CoA thioesterase PaaI	COG:COG2050, COG:Q, EC:3.1.2.-, GO:0010124, GO:0016289, RefSeq:WP_000018415.1, SO:0001217, UniParc:UPI00005EE975, UniRef:UniRef100_A0A0H0QTY5, UniRef:UniRef50_P76084, UniRef:UniRef90_P76084
contig_2	cds	551381	552586	+	DBOGNM_01354	paaJ	bifunctional 3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase	BlastRules:WP_001206197, COG:COG0183, COG:I, EC:2.3.1.174, GO:0010124, GO:0016747, GO:0019619, GO:0033812, KEGG:K02615, RefSeq:WP_001206190.1, SO:0001217, UniParc:UPI000016F387, UniRef:UniRef100_P0C7L3, UniRef:UniRef50_P0C7L2, UniRef:UniRef90_P0C7L2
contig_2	cds	552613	553926	+	DBOGNM_01355	paaK	phenylacetate--CoA ligase PaaK	COG:COG1541, COG:H, EC:6.2.1.30, GO:0005524, GO:0010124, GO:0016405, GO:0047475, RefSeq:WP_000632280.1, SO:0001217, UniParc:UPI00001311A4, UniRef:UniRef100_P76085, UniRef:UniRef50_P76085, UniRef:UniRef90_P76085
contig_2	cds	554027	554977	+	DBOGNM_01356	paaX	phenylacetic acid degradation operon negative regulatory protein PaaX	COG:COG3327, COG:K, GO:0000976, GO:0006351, GO:0010124, GO:2000143, RefSeq:WP_000039881.1, SO:0001217, UniParc:UPI00005F154A, UniRef:UniRef100_W8T1V0, UniRef:UniRef50_P76086, UniRef:UniRef90_P76086
contig_2	cds	554959	555549	+	DBOGNM_01357	paaY	phenylacetic acid degradation protein PaaY	COG:COG0663, COG:R, EC:3.1.2.-, GO:0010124, GO:0016289, GO:0016740, RefSeq:WP_001123447.1, SO:0001217, UniParc:UPI0001B52C44, UniRef:UniRef100_A0A3K3BW88, UniRef:UniRef50_P77181, UniRef:UniRef90_P77181
contig_2	cds	555779	556639	+	DBOGNM_01358	pdxI	pyridoxine 4-dehydrogenase	BlastRules:WP_000097801, COG:COG0667, COG:HR, EC:1.1.1.65, GO:0004033, GO:0005737, GO:0005829, GO:0009443, GO:0050236, RefSeq:WP_000097796.1, SO:0001217, UniParc:UPI0001B52C43, UniRef:UniRef100_A0A3S3YEI0, UniRef:UniRef50_P25906, UniRef:UniRef90_P25906
contig_2	cds	556703	559009	+	DBOGNM_01359	ydbD	Uncharacterized protein YdbD	RefSeq:WP_001676537.1, SO:0001217, UniParc:UPI0002A19BBB, UniRef:UniRef100_A0A3K3HCE6, UniRef:UniRef50_P25907, UniRef:UniRef90_P25907
contig_2	cds	559180	559785	+	DBOGNM_01360	ynbA	Inner membrane protein YnbA	GO:0005886, GO:0008654, GO:0016780, RefSeq:WP_000177535.1, SO:0001217, UniParc:UPI00005F1DCD, UniRef:UniRef100_A0A0C2EFP5, UniRef:UniRef50_P76090, UniRef:UniRef90_P76090
contig_2	cds	559785	560681	+	DBOGNM_01361	ynbB	Uncharacterized protein YnbB	COG:COG4589, COG:R, EC:2.7.7.41, GO:0005886, GO:0009273, GO:0016772, KEGG:K00981, RefSeq:WP_097757888.1, SO:0001217, UniParc:UPI000BEAC7AA, UniRef:UniRef100_UPI000BEAC7AA, UniRef:UniRef50_P76091, UniRef:UniRef90_P76091
contig_2	cds	560697	562454	+	DBOGNM_01362	ynbC	Uncharacterized protein YnbC	COG:COG2267, COG:I, GO:0008757, GO:0016020, GO:0016298, RefSeq:WP_000431825.1, SO:0001217, UniParc:UPI0001886019, UniRef:UniRef100_A0A3P6YEZ6, UniRef:UniRef50_P76092, UniRef:UniRef90_P76092
contig_2	cds	562444	563760	+	DBOGNM_01363	ynbD	Uncharacterized protein YnbD	COG:COG2453, COG:T, GO:0005886, GO:0008138, GO:0016311, RefSeq:WP_000627385.1, SO:0001217, UniParc:UPI0001B52B4A, UniRef:UniRef100_A0A0H0LRP1, UniRef:UniRef50_P76093, UniRef:UniRef90_P76093
contig_2	cds	563811	564416	-	DBOGNM_01364	azoR	FMN-dependent NADH-azoreductase	BlastRules:WP_000048924, COG:C, COG:COG1182, EC:1.6.5.-, EC:1.7.1.17, GO:0009055, GO:0010181, GO:0016652, GO:0016655, KEGG:K01118, RefSeq:WP_000048948.1, SO:0001217, UniParc:UPI00005AA743, UniRef:UniRef100_A7ZLK8, UniRef:UniRef50_Q8X9S9, UniRef:UniRef90_A8AGG0
contig_2	cds	564617	568519	+	DBOGNM_01365	hrpA	ATP-dependent RNA helicase HrpA	COG:COG1643, COG:J, EC:3.6.4.13, GO:0003676, GO:0003723, GO:0003724, GO:0004386, GO:0005524, GO:0009451, GO:0016887, GO:0034458, RefSeq:WP_000139565.1, SO:0001217, UniParc:UPI0001E5B7BB, UniRef:UniRef100_A0A0L0Z2S2, UniRef:UniRef50_P43329, UniRef:UniRef90_P43329
contig_2	cds	568791	569591	+	DBOGNM_01366	ydcF	Protein YdcF	COG:COG1434, COG:M, GO:0005886, RefSeq:WP_001027942.1, SO:0001217, UniParc:UPI000013A91E, UniRef:UniRef100_P34209, UniRef:UniRef50_P34209, UniRef:UniRef90_P34209
