# Annotated with Bakta
# Software: v1.10.1
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	912652	912858	-	EIMLPH_00861		DUF2517 domain-containing protein	RefSeq:WP_002894847.1, SO:0001217, UniParc:UPI0001A583C9, UniRef:UniRef100_A0A7Y9BBN2, UniRef:UniRef50_A0A8B6IV48, UniRef:UniRef90_A0A8B6IV48
contig_1	cds	913257	914936	+	EIMLPH_00862	kdpA	potassium-transporting ATPase subunit KdpA	COG:COG2060, COG:P, EC:7.2.2.6, GO:0005886, GO:0006813, GO:0008556, GO:0030955, GO:0031004, RefSeq:WP_004152226.1, SO:0001217, UniParc:UPI0002410919, UniRef:UniRef100_A0A0E1CM79, UniRef:UniRef50_P36937, UniRef:UniRef90_A6T6D9
contig_1	cds	914957	917005	+	EIMLPH_00863	kdpB	potassium-transporting ATPase subunit KdpB	COG:COG2216, COG:P, EC:7.2.2.6, GO:0000287, GO:0005524, GO:0005886, GO:0006813, GO:0008556, GO:0016887, GO:0031004, RefSeq:WP_004147607.1, SO:0001217, UniParc:UPI000157625D, UniRef:UniRef100_A6T6D8, UniRef:UniRef50_Q8Y3Z7, UniRef:UniRef90_A6T6D8
contig_1	cds	917016	917591	+	EIMLPH_00864	kdpC	potassium-transporting ATPase subunit KdpC	COG:COG2156, COG:P, EC:7.2.2.6, GO:0005524, GO:0005886, GO:0006813, GO:0008556, GO:0016020, SO:0001217, UniParc:UPI0018C4E567, UniRef:UniRef100_UPI0018C4E567, UniRef:UniRef50_B2VJK2, UniRef:UniRef90_A6T6D7
contig_1	cds	917592	920279	+	EIMLPH_00865	kdpD	two-component system sensor histidine kinase KdpD	COG:COG2205, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, RefSeq:WP_009484150.1, SO:0001217, UniParc:UPI000205E7B4, UniRef:UniRef100_A0A486TJ27, UniRef:UniRef50_Q605R4, UniRef:UniRef90_A0A0W8ASN9
contig_1	cds	920276	920953	+	EIMLPH_00866	kdpE	two-component system response regulator KdpE	COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0006355, RefSeq:WP_002894776.1, SO:0001217, UniParc:UPI0001B74040, UniRef:UniRef100_A0A2G5AM36, UniRef:UniRef50_P21866, UniRef:UniRef90_A0A2G5AM36
contig_1	cds	920935	921372	-	EIMLPH_00867		hypothetical protein	RefSeq:WP_004179052.1, SO:0001217, UniParc:UPI000205E7B5, UniRef:UniRef100_W9BEQ2, UniRef:UniRef50_R4YI69, UniRef:UniRef90_R4YI69
contig_1	cds	921427	923067	-	EIMLPH_00868	pgm	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	COG:COG0033, COG:G, EC:5.4.2.2, GO:0000287, GO:0004614, GO:0005829, GO:0005975, GO:0006006, RefSeq:WP_002894773.1, SO:0001217, UniParc:UPI0001576200, UniRef:UniRef100_A0A087FKS9, UniRef:UniRef50_P36938, UniRef:UniRef90_P36938
contig_1	cds	923100	923792	-	EIMLPH_00869	seqA	replication initiation negative regulator SeqA	GO:0003677, GO:0032297, SO:0001217, UniParc:UPI0001A58402, UniRef:UniRef100_W9BNP7, UniRef:UniRef50_P0AFY9, UniRef:UniRef90_W9BNP7
contig_1	cds	923832	924605	+	EIMLPH_00870	ybfF	esterase	COG:COG0596, COG:HR, RefSeq:WP_004152229.1, SO:0001217, UniParc:UPI00015761FE, UniRef:UniRef100_A0A0E1CHU5, UniRef:UniRef50_P75736, UniRef:UniRef90_A0A3S4HYW4
contig_1	cds	924739	925032	+	EIMLPH_00871	ybfE	LexA regulated protein	RefSeq:WP_002894767.1, SO:0001217, UniParc:UPI00015761FD, UniRef:UniRef100_A0A2X1QJ80, UniRef:UniRef50_P0AAU8, UniRef:UniRef90_A0A939NIU6
contig_1	cds	925184	925714	+	EIMLPH_00872	fldA	flavodoxin FldA	COG:C, COG:COG0716, GO:0009055, GO:0010181, RefSeq:WP_002894765.1, SO:0001217, UniParc:UPI000012A8C2, UniRef:UniRef100_O07026, UniRef:UniRef50_Q8ZQX1, UniRef:UniRef90_O07026
contig_1	cds	926006	926458	+	EIMLPH_00873	fur	ferric iron uptake transcriptional regulator	COG:COG0735, COG:P, GO:0003677, GO:0003700, GO:0005737, GO:0006355, GO:0046872, RefSeq:WP_002894761.1, SO:0001217, UniParc:UPI00015761FC, UniRef:UniRef100_A0A087FKS4, UniRef:UniRef50_P33117, UniRef:UniRef90_P0A9B1, VFDB:VFC0301, VFDB:VFG000478
contig_1	cds	926508	927023	+	EIMLPH_00874		hypothetical protein	SO:0001217, UniParc:UPI00044D8562, UniRef:UniRef100_A0A486TJU9, UniRef:UniRef50_R4YCH4, UniRef:UniRef90_R4YCH4
contig_1	cds	927075	927407	-	EIMLPH_00875	chiQ	Putative lipoprotein ChiQ	RefSeq:WP_002894759.1, SO:0001217, UniParc:UPI0001A583FE, UniRef:UniRef100_A0A0W8ASG0, UniRef:UniRef50_P75734, UniRef:UniRef90_A0A8D6PUZ9
contig_1	cds	927455	928858	-	EIMLPH_00876	chiP	chitoporin	BlastRules:WP_001258803, RefSeq:WP_004152230.1, SO:0001217, UniParc:UPI00015761F9, UniRef:UniRef100_A0A8D6I1A3, UniRef:UniRef50_P75733, UniRef:UniRef90_H3N8A6
contig_1	cds	928932	929240	+	EIMLPH_00877		Methionine synthase	RefSeq:WP_004142270.1, SO:0001217, UniParc:UPI0001A583FB, UniRef:UniRef100_A0A0S2V1Y3, UniRef:UniRef50_A0A141RJ37, UniRef:UniRef90_A0A141RJ37
contig_1	cds	929294	930961	-	EIMLPH_00878	glnS	glutamine--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.18, GO:0004819, GO:0005524, GO:0005737, GO:0006424, GO:0006425, KEGG:K01886, RefSeq:WP_004893401.1, SO:0001217, UniParc:UPI000205E7B8, UniRef:UniRef100_A0A483NIZ3, UniRef:UniRef50_Q8Z8F8, UniRef:UniRef90_Q8Z8F8
contig_1	cds	931140	933095	-	EIMLPH_00879	nagE	PTS N-acetyl glucosamine transporter subunit IIABC	COG:COG2190, COG:G, EC:2.7.1.193, GO:0005886, GO:0008982, GO:0009401, GO:0015572, GO:0016020, GO:0016301, GO:0016310, GO:0019866, GO:0046872, RefSeq:WP_004147599.1, SO:0001217, UniParc:UPI00015761F6, UniRef:UniRef100_A0A264C6W6, UniRef:UniRef50_P09323, UniRef:UniRef90_P09323
contig_1	cds	933410	934210	+	EIMLPH_00880	nagB	glucosamine-6-phosphate deaminase	COG:COG0363, COG:G, EC:3.5.99.6, GO:0004342, GO:0005975, GO:0006044, GO:0019262, RefSeq:WP_002894749.1, SO:0001217, UniParc:UPI00015761F5, UniRef:UniRef100_A6T6C1, UniRef:UniRef50_Q8FJX7, UniRef:UniRef90_Q8FJX7
contig_1	cds	934324	935472	+	EIMLPH_00881	nagA	N-acetylglucosamine-6-phosphate deacetylase	COG:COG1820, COG:G, EC:3.5.1.25, GO:0006044, GO:0008448, RefSeq:WP_002894747.1, SO:0001217, UniParc:UPI00015761F4, UniRef:UniRef100_A0A086IK37, UniRef:UniRef50_P0AF19, UniRef:UniRef90_A0A094XAC2
contig_1	cds	935481	936701	+	EIMLPH_00882	nagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	COG:COG1940, COG:GK, RefSeq:WP_002894742.1, SO:0001217, UniParc:UPI00015761F3, UniRef:UniRef100_A0A0W8ASM5, UniRef:UniRef50_P0AF22, UniRef:UniRef90_A0A379XSU1
contig_1	cds	936818	937570	+	EIMLPH_00883	nagD	HAD-IIA family hydrolase	COG:COG0647, COG:F, EC:3.1.3.5, GO:0000287, GO:0005829, GO:0005975, GO:0008253, GO:0016791, GO:0046050, GO:0106411, RefSeq:WP_002894738.1, SO:0001217, UniParc:UPI0001576195, UniRef:UniRef100_W9BF70, UniRef:UniRef50_P0AF25, UniRef:UniRef90_P0AF25
contig_1	cds	937849	939513	+	EIMLPH_00884	asnB	asparagine synthase B	COG:COG0367, COG:E, EC:6.3.5.4, GO:0004066, GO:0004071, GO:0005524, GO:0005737, GO:0005829, GO:0006529, GO:0006541, GO:0008652, GO:0009063, GO:0016597, GO:0042802, GO:0042803, GO:0070981, RefSeq:WP_002894734.1, SO:0001217, UniParc:UPI0001576194, UniRef:UniRef100_W9BNP4, UniRef:UniRef50_P22106, UniRef:UniRef90_P22106
contig_1	tRNA	939751	939827	+	EIMLPH_00885	trnM	tRNA-Met(cat)	SO:0000266
contig_1	tRNA	939836	939920	+	EIMLPH_00886	trnL	tRNA-Leu(tag)	SO:0000264
contig_1	tRNA	939944	940018	+	EIMLPH_00887	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	tRNA	940055	940129	+	EIMLPH_00888	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	tRNA	940153	940229	+	EIMLPH_00889	trnM	tRNA-Met(cat)	SO:0000266
contig_1	tRNA	940277	940351	+	EIMLPH_00890	trnQ	tRNA-Gln(ctg)	SO:0000261
contig_1	tRNA	940427	940501	+	EIMLPH_00891	trnQ	tRNA-Gln(ctg)	SO:0000261
contig_1	cds	940621	941796	-	EIMLPH_00892	ubiF	3-demethoxyubiquinol 3-hydroxylase	COG:COG0654, COG:HC, EC:1.14.99.60, GO:0006744, GO:0016709, RefSeq:WP_004179039.1, SO:0001217, UniParc:UPI000205B69E, UniRef:UniRef100_A0A0C7KKM7, UniRef:UniRef50_P75728, UniRef:UniRef90_A0A0C7KKM7
contig_1	cds	941976	943400	+	EIMLPH_00893	miaB	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	COG:COG0621, COG:J, EC:2.8.4.3, GO:0005737, GO:0006400, GO:0016782, GO:0035596, GO:0046872, GO:0051539, GO:1904047, RefSeq:WP_002894730.1, SO:0001217, UniParc:UPI00019B23B6, UniRef:UniRef100_A6T6B5, UniRef:UniRef50_B2I8U1, UniRef:UniRef90_A8AJE9
contig_1	cds	943554	944600	+	EIMLPH_00894	ybeZ	PhoH-like protein	COG:COG1702, COG:T, GO:0005524, GO:0005737, RefSeq:WP_004176871.1, SO:0001217, UniParc:UPI0001576191, UniRef:UniRef100_W9BF67, UniRef:UniRef50_P0A9K5, UniRef:UniRef90_P0A9K5
contig_1	cds	944597	945070	+	EIMLPH_00895	ybeY	rRNA maturation RNase YbeY	COG:COG0319, COG:J, EC:3.1.-.-, GO:0004222, GO:0004521, GO:0004540, GO:0005737, GO:0006364, GO:0008270, GO:0042254, GO:0046872, RefSeq:WP_002894722.1, SO:0001217, UniParc:UPI0001576190, UniRef:UniRef100_B5XZQ2, UniRef:UniRef50_Q7MN02, UniRef:UniRef90_B5XZQ2
contig_1	cds	945149	946096	+	EIMLPH_00896	corC	CNNM family magnesium/cobalt transport protein CorC	COG:COG4535, COG:P, GO:0050660, SO:0001217, UniParc:UPI000157618F, UniRef:UniRef100_A0A9P3P2Z0, UniRef:UniRef50_Q57368, UniRef:UniRef90_P0AE80
contig_1	cds	946222	947760	+	EIMLPH_00897	lnt	apolipoprotein N-acyltransferase	COG:COG0815, COG:M, GO:0006497, GO:0016020, GO:0016410, GO:0042158, RefSeq:WP_020316701.1, SO:0001217, UniParc:UPI0003578FF1, UniRef:UniRef100_A0A486TJP6, UniRef:UniRef50_P23930, UniRef:UniRef90_A0A377Z6U1
contig_1	cds	948115	949026	+	EIMLPH_00898	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, RefSeq:WP_020316703.1, SO:0001217, UniParc:UPI0002E022B8, UniRef:UniRef100_UPI0002E022B8, UniRef:UniRef50_A0A498RGJ4, UniRef:UniRef90_A0A0B7GDW1
contig_1	ncRNA	949022	949183	+	EIMLPH_00899	sroC	sroC RNA	RFAM:RF00369, SO:0000655
contig_1	cds	949191	949931	+	EIMLPH_00900	hisM	ABC-type amino acid transport system, permease component	COG:COG0765, COG:E, RefSeq:WP_002894709.1, SO:0001217, UniParc:UPI000157618D, UniRef:UniRef100_A0A087FNV0, UniRef:UniRef50_P0AER4, UniRef:UniRef90_A0A1V2BTP8
contig_1	cds	949931	950605	+	EIMLPH_00901	gltK	glutamate/aspartate ABC transporter permease GltK	COG:COG0765, COG:E, EC:7.4.2.1, RefSeq:WP_002894707.1, SO:0001217, UniParc:UPI0001B74604, UniRef:UniRef100_A0A9P1KMH6, UniRef:UniRef50_A0A0K0HQX4, UniRef:UniRef90_A0A2L1C1K2
contig_1	cds	950605	951330	+	EIMLPH_00902	artP	ABC-type polar amino acid transport system, ATPase component	COG:COG1126, COG:E, RefSeq:WP_009485183.1, SO:0001217, UniParc:UPI000205B6A2, UniRef:UniRef100_A0A486P0L7, UniRef:UniRef50_P45769, UniRef:UniRef90_A0A0W8ASE9
contig_1	cds	951704	953374	+	EIMLPH_00903	fhaC	Hemolysin activation/secretion protein	COG:COG2831, COG:U, RefSeq:WP_009485185.1, SO:0001217, UniParc:UPI000205B6A4, UniRef:UniRef100_A0A486TJI3, UniRef:UniRef50_A0A0C7KL90, UniRef:UniRef90_A0A0C7KL90
contig_1	cds	953440	955233	+	EIMLPH_00904		Filamentous hemagglutinin	RefSeq:WP_009485186.1, SO:0001217, UniParc:UPI000205B6A5, UniRef:UniRef100_A0A486P110, UniRef:UniRef50_A0A0T5IEJ4, UniRef:UniRef90_A0A0T5IEJ4
contig_1	cds	955279	955764	-	EIMLPH_00905		zinc ribbon-containing protein	RefSeq:WP_004142332.1, SO:0001217, UniParc:UPI0001576188, UniRef:UniRef100_W9BF60, UniRef:UniRef50_S3JE08, UniRef:UniRef90_A0A837JX64
contig_1	cds	955988	958570	+	EIMLPH_00906	leuS	leucine--tRNA ligase	COG:COG0495, COG:J, EC:6.1.1.4, GO:0002161, GO:0004823, GO:0005524, GO:0005737, GO:0006429, RefSeq:WP_004176877.1, SO:0001217, UniParc:UPI000205B6A6, UniRef:UniRef100_A0A9J6RY65, UniRef:UniRef50_Q8P7J1, UniRef:UniRef90_A8AJG0
contig_1	cds	958585	959175	+	EIMLPH_00907	lptE	LPS assembly lipoprotein LptE	COG:COG2980, COG:M, GO:0019867, GO:0043165, RefSeq:WP_002894693.1, SO:0001217, UniParc:UPI0001A583F0, UniRef:UniRef100_A0A080SP55, UniRef:UniRef50_Q2NUU8, UniRef:UniRef90_A0A0J4W1Y0
contig_1	cds	959172	960206	+	EIMLPH_00908	holA	DNA polymerase III subunit delta	COG:COG1466, COG:L, EC:2.7.7.7, GO:0003887, GO:0006260, GO:0009360, SO:0001217, UniParc:UPI0003BF6F32, UniRef:UniRef100_A0A9W4QLQ8, UniRef:UniRef50_A0A0H3KY03, UniRef:UniRef90_A6T6A1
contig_1	cds	960199	960849	+	EIMLPH_00909	nadD	nicotinate-nucleotide adenylyltransferase	COG:COG1057, COG:H, EC:2.7.7.18, GO:0004515, GO:0005524, GO:0009435, GO:0016779, RefSeq:WP_004176879.1, SO:0001217, UniParc:UPI000205BB90, UniRef:UniRef100_A0A378CCT6, UniRef:UniRef50_P0A752, UniRef:UniRef90_A6T6A0
contig_1	cds	960922	961551	+	EIMLPH_00910	cobC	adenosylcobalamin/alpha-ribazole phosphatase	COG:COG0406, COG:G, EC:3.1.3.73, GO:0009236, GO:0043755, RefSeq:WP_009485188.1, SO:0001217, UniParc:UPI000205BB91, UniRef:UniRef100_A0A486TJP3, UniRef:UniRef50_P39701, UniRef:UniRef90_W9BF58
contig_1	cds	961774	962091	+	EIMLPH_00911	rsfS	ribosome silencing factor	COG:COG0799, COG:J, GO:0017148, GO:0043022, RefSeq:WP_002894623.1, SO:0001217, UniParc:UPI000157612F, UniRef:UniRef100_A0A087FNT9, UniRef:UniRef50_A0A378GNJ7, UniRef:UniRef90_A0A087FNT9
contig_1	cds	962095	962562	+	EIMLPH_00912	rlmH	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	EC:2.1.1.177, GO:0005737, GO:0006364, GO:0008168, GO:0070038, RefSeq:WP_002894620.1, SO:0001217, UniParc:UPI000157612E, UniRef:UniRef100_B5XZR8, UniRef:UniRef50_A8AJG7, UniRef:UniRef90_A8AJG7
contig_1	cds	962590	964491	+	EIMLPH_00913	mrdA	peptidoglycan DD-transpeptidase MrdA	COG:COG0768, COG:DM, EC:3.4.16.4, GO:0005886, GO:0006508, GO:0008360, GO:0008658, GO:0009002, GO:0009252, GO:0016020, GO:0030288, GO:0046677, GO:0071555, GO:0071972, RefSeq:WP_002894617.1, SO:0001217, UniParc:UPI000157612D, UniRef:UniRef100_A0A0W8ASI8, UniRef:UniRef50_P44469, UniRef:UniRef90_P0AD67
contig_1	cds	964491	965603	+	EIMLPH_00914	mrdB	peptidoglycan glycosyltransferase MrdB	COG:COG0772, COG:D, EC:2.4.1.129, GO:0005886, GO:0008360, GO:0008955, GO:0009252, GO:0051301, GO:0071555, RefSeq:WP_002894613.1, SO:0001217, UniParc:UPI000157612C, UniRef:UniRef100_A0A0W8AS76, UniRef:UniRef50_P0ABG8, UniRef:UniRef90_P0ABG8
contig_1	cds	965615	966763	+	EIMLPH_00915	rlpA	endolytic peptidoglycan transglycosylase RlpA	COG:COG0797, COG:M, GO:0042834, RefSeq:WP_004147579.1, SO:0001217, UniParc:UPI000157612B, UniRef:UniRef100_A0A081IS08, UniRef:UniRef50_P10100, UniRef:UniRef90_W9BF55
contig_1	cds	966830	968101	+	EIMLPH_00916	dacA	D-alanyl-D-alanine carboxypeptidase DacA	COG:COG1686, COG:M, EC:3.4.16.4, GO:0000270, GO:0004180, GO:0005886, GO:0006508, GO:0008360, GO:0008658, GO:0008800, GO:0009002, GO:0009252, GO:0030288, GO:0042803, GO:0071555, RefSeq:WP_004147578.1, SO:0001217, UniParc:UPI000205BB95, UniRef:UniRef100_W9BNN9, UniRef:UniRef50_P08506, UniRef:UniRef90_P0AEB4
contig_1	cds	968214	968477	+	EIMLPH_00917	ybeD	DUF493 domain-containing protein	COG:COG2921, COG:T, RefSeq:WP_002894474.1, SO:0001217, UniParc:UPI0001576129, UniRef:UniRef100_B5XZS3, UniRef:UniRef50_Q9CJR4, UniRef:UniRef90_B5XZS3
contig_1	cds	968582	969226	+	EIMLPH_00918	lipB	lipoyl(octanoyl) transferase LipB	COG:COG0321, COG:H, EC:2.3.1.181, GO:0005737, GO:0009249, GO:0033819, GO:0036211, RefSeq:WP_002894472.1, SO:0001217, UniParc:UPI0001649111, UniRef:UniRef100_A6T691, UniRef:UniRef50_A6T691, UniRef:UniRef90_A6T691
contig_1	cds	969420	970316	+	EIMLPH_00919	ybeF	YbeF family transcriptional regulator	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_002894469.1, SO:0001217, UniParc:UPI000205BB96, UniRef:UniRef100_A0A0E1CMC2, UniRef:UniRef50_R4YCK3, UniRef:UniRef90_R4YCK3
contig_1	cds	970497	971462	+	EIMLPH_00920	lipA	lipoyl synthase	COG:COG0320, COG:H, EC:2.8.1.8, GO:0005737, GO:0009107, GO:0016992, GO:0046872, GO:0051539, GO:1904047, RefSeq:WP_002894467.1, SO:0001217, UniParc:UPI0001576126, UniRef:UniRef100_B5XZS6, UniRef:UniRef50_Q31F42, UniRef:UniRef90_B5XZS6
contig_1	cds	971653	971859	-	EIMLPH_00921	tatE	twin-arginine translocase subunit TatE	COG:COG1826, COG:U, GO:0008320, GO:0033281, GO:0043953, KEGG:K03425, RefSeq:WP_002894464.1, SO:0001217, UniParc:UPI0001576125, UniRef:UniRef100_A6T688, UniRef:UniRef50_Q5E8V2, UniRef:UniRef90_A6T688
contig_1	cds	972102	972890	-	EIMLPH_00922	nit2	deaminated glutathione amidase	COG:C, COG:COG0388, RefSeq:WP_009485192.1, SO:0001217, UniParc:UPI000205BB97, UniRef:UniRef100_A0A486TK93, UniRef:UniRef50_P0A843, UniRef:UniRef90_A0A0W8ASJ3
contig_1	cds	972980	973363	+	EIMLPH_00923	crcB	fluoride efflux transporter CrcB	GO:0005886, GO:0016020, GO:0046872, GO:0062054, GO:0140114, RefSeq:WP_002894459.1, SO:0001217, UniParc:UPI0001A583E8, UniRef:UniRef100_A0A1S8Y5B0, UniRef:UniRef50_B7LLI6, UniRef:UniRef90_B5XZS9
contig_1	ncRNA-region	973381	973799	-			cspA thermoregulator	RFAM:RF01766, SO:0002168
contig_1	cds	973431	973640	-	EIMLPH_00924	cspE	transcription antiterminator/RNA stability regulator CspE	BlastRules:WP_000034825, KEGG:K03704, RefSeq:WP_002439184.1, SO:0001217, UniParc:UPI0001576122, UniRef:UniRef100_I2BBA7, UniRef:UniRef50_I2BBA7, UniRef:UniRef90_I2BBA7
contig_1	cds	973835	974353	-	EIMLPH_00925	pagP	lipid IV(A) palmitoyltransferase PagP	EC:2.3.1.251, GO:0009245, GO:0009279, GO:0016746, RefSeq:WP_002894414.1, SO:0001217, UniParc:UPI000205BB98, UniRef:UniRef100_A0A0C7KKP4, UniRef:UniRef50_E3G4M5, UniRef:UniRef90_A6T684
contig_1	cds	974692	976065	+	EIMLPH_00926	dcuC	anaerobic C4-dicarboxylate transporter DcuC	COG:C, COG:COG3069, GO:0005886, GO:0015297, GO:0015556, GO:0015740, RefSeq:WP_004142371.1, SO:0001217, UniParc:UPI00003DE657, UniRef:UniRef100_A0A0S3F831, UniRef:UniRef50_Q9KLS6, UniRef:UniRef90_P0ABP4
contig_1	cds	976158	976955	+	EIMLPH_00927	rna	ribonuclease I	COG:COG3719, COG:J, EC:4.6.1.21, RefSeq:WP_004176884.1, SO:0001217, UniParc:UPI0001A583E5, UniRef:UniRef100_A0A060VKA6, UniRef:UniRef50_P21338, UniRef:UniRef90_A0A0J4UQM0
contig_1	ncRNA-region	976996	977103	+			Enterobacteria rnk leader	RFAM:RF01771, SO:0000140
contig_1	cds	977134	977544	+	EIMLPH_00928	rnk	nucleoside diphosphate kinase regulator	COG:COG0782, COG:K, GO:0003677, GO:0032784, GO:0070063, RefSeq:WP_002894404.1, SO:0001217, UniParc:UPI0001A583E4, UniRef:UniRef100_W9BEK5, UniRef:UniRef50_P0AFW6, UniRef:UniRef90_A0A087FNS2
contig_1	cds	977731	978159	+	EIMLPH_00929	uspG	universal stress protein UspG	COG:COG0589, COG:T, KEGG:K11932, RefSeq:WP_002894401.1, SO:0001217, UniParc:UPI000157611E, UniRef:UniRef100_A0A0E1CLY1, UniRef:UniRef50_P67094, UniRef:UniRef90_A0A1Y6GKT8
contig_1	cds	978236	979801	-	EIMLPH_00930		Alkyl hydroperoxide reductase subunit F	RefSeq:WP_002894398.1, SO:0001217, UniParc:UPI000205BB9A, UniRef:UniRef100_A0A060VFM4, UniRef:UniRef90_P19480
contig_1	cds	979989	980552	-	EIMLPH_00931	ahpC	alkyl hydroperoxide reductase subunit C	COG:COG0450, COG:V, EC:1.11.1.26, GO:0005737, GO:0006979, GO:0102039, RefSeq:WP_002894394.1, SO:0001217, UniParc:UPI00003DE914, UniRef:UniRef100_A0A624MI08, UniRef:UniRef50_P0AE10, UniRef:UniRef90_P0AE10
contig_1	ncRNA	980727	980820	-	EIMLPH_00932	STnc70	Enterobacterial sRNA STnc70	RFAM:RF02069, SO:0000655
contig_1	cds	980964	981713	+	EIMLPH_00933	dsbG	thiol:disulfide interchange protein DsbG	COG:COG1651, COG:O, EC:1.8.4.-, RefSeq:WP_009485194.1, SO:0001217, UniParc:UPI0001A583E1, UniRef:UniRef100_W9B633, UniRef:UniRef50_P77202, UniRef:UniRef90_A0A222UUH5
contig_1	cds	981894	982826	+	EIMLPH_00934	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_009485195.1, SO:0001217, UniParc:UPI000205BB9C, UniRef:UniRef100_A0A486P2Z2, UniRef:UniRef50_W9BEK1, UniRef:UniRef90_W9BEK1
contig_1	cds	982937	984160	+	EIMLPH_00935	ybdN	DUF3440 domain-containing protein	COG:COG3969, COG:R, RefSeq:WP_002894369.1, SO:0001217, UniParc:UPI0001A583DF, UniRef:UniRef100_W9BF43, UniRef:UniRef50_P77216, UniRef:UniRef90_A0A7U2ZNX6
contig_1	cds	984145	984771	+	EIMLPH_00936	spo0J	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	COG:COG1475, COG:D, RefSeq:WP_004212613.1, SO:0001217, UniParc:UPI0002B5934A, UniRef:UniRef100_A0A2L1C1K1, UniRef:UniRef50_P77174, UniRef:UniRef90_A6T675
contig_1	cds	984772	985932	-	EIMLPH_00937	aspB	Aspartate/methionine/tyrosine aminotransferase	COG:COG0436, COG:E, SO:0001217, UniParc:UPI000205BB9E, UniRef:UniRef100_A0A486TLR8, UniRef:UniRef50_P77806, UniRef:UniRef90_A0A0B7G9E9
contig_1	cds	986059	986748	+	EIMLPH_00938	mtnC	acireductone synthase	COG:COG4229, COG:E, EC:3.1.3.77, GO:0000287, GO:0016791, GO:0016862, GO:0019284, GO:0019509, GO:0043715, GO:0043716, GO:0043874, RefSeq:WP_004179015.1, SO:0001217, UniParc:UPI000205BB9F, UniRef:UniRef100_A0A0C7F0W9, UniRef:UniRef50_A6T673, UniRef:UniRef90_A6T673
contig_1	cds	986745	987287	+	EIMLPH_00939	mtnD	Acireductone dioxygenase	COG:COG1791, COG:E, GO:0005506, GO:0010308, GO:0010309, GO:0016151, GO:0019284, GO:0019509, RefSeq:WP_009485199.1, SO:0001217, UniParc:UPI00015760BD, UniRef:UniRef100_A6T672, UniRef:UniRef50_Q9ZFE7, UniRef:UniRef90_Q9ZFE7
contig_1	cds	987395	989704	-	EIMLPH_00940	gatC	Anaerobic selenocysteine-containing dehydrogenase	COG:C, COG:COG0243, RefSeq:WP_032422718.1, SO:0001217, UniParc:UPI000451224A, UniRef:UniRef100_UPI000451224A, UniRef:UniRef50_A0A486TLA4, UniRef:UniRef90_A0A486TLA4
contig_1	cds	990113	991093	+	EIMLPH_00941	rbsB	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	COG:COG1879, COG:G, RefSeq:WP_002894353.1, SO:0001217, UniParc:UPI00015760BB, UniRef:UniRef100_A0A0E1CHH3, UniRef:UniRef50_R4YH65, UniRef:UniRef90_R4YH65
contig_1	cds	991090	992640	+	EIMLPH_00942	mglA	ABC-type sugar transport system, ATPase component	COG:COG1129, COG:G, SO:0001217, UniParc:UPI0002EDBAA1, UniRef:UniRef100_A0A486P092, UniRef:UniRef50_W9B5A7, UniRef:UniRef90_W9B5A7
contig_1	cds	992637	993626	+	EIMLPH_00943	araH	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	COG:COG1172, COG:G, RefSeq:WP_009485204.1, SO:0001217, UniParc:UPI000205BBA5, UniRef:UniRef100_A0A486TKR7, UniRef:UniRef50_A0A250AWP7, UniRef:UniRef90_A0A086IKM7
contig_1	cds	993623	994627	+	EIMLPH_00944	araH	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component	COG:COG1172, COG:G, RefSeq:WP_004223619.1, SO:0001217, UniParc:UPI00015760B8, UniRef:UniRef100_A0A081IRY0, UniRef:UniRef50_A0A3M3K9U4, UniRef:UniRef90_A0A483U2I2
contig_1	cds	994639	995580	+	EIMLPH_00945	rbsK	Sugar or nucleoside kinase, ribokinase family	COG:COG0524, COG:G, RefSeq:WP_004147553.1, SO:0001217, UniParc:UPI00015760B7, UniRef:UniRef100_A0A080SJ37, UniRef:UniRef50_A0A7Z8ZD72, UniRef:UniRef90_A0A0J4XVJ3
